title,control_title,Mod,priority,Recommendation Steps/Approach,COST,Unnamed: 6
ECS,ECS task definitions should not use root user.,Compliance,p1,"Update your task definition in the ECS console and specify a non-root user ID or username in the User field of the container definition. This enhances security by reducing the risk of privilege escalation within the container.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/ecs-task-definition-nonroot-user.html",,
ECS,ECS task definition container definitions should be checked for host mode,Compliance,p1,"Go to the AWS Management Console, select your ECS cluster, navigate to the Task Definitions section, and review the container definitions for the networkMode setting. If its set to host, the container will share the host's network stack, allowing for direct access to host ports?
Reference: https://docs.aws.amazon.com/config/latest/developerguide/ecs-task-definition-user-for-host-mode-check.html",,
ELB,ELB application and network load balancers should use listeners,Compliance,p1,"Description: Listeners are essential for ELB to route traffic.
Steps: 1. Ensure listeners are configured on all application and network load balancers.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/userguide/what-is-load-balancing.html",Cost: None/$0 ,
ELB,ELB application and network load balancers should only use SSL or HTTPS listeners,Compliance,p1,"Description: Using SSL/HTTPS ensures secure communication.
Steps: 1. Reconfigure listeners to use only SSL or HTTPS.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/application/listeners-https.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have cross-zone load balancing enabled,Compliance,p1,"Description: Cross-zone load balancing distributes traffic evenly across instances.
Steps: 1. Enable cross-zone load balancing in the load balancer settings.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/load-balancer-cross-zone.html",Cost: None/$0 ,
ELB,ELB classic load balancers should be configured with defensive or strictest desync mitigation mode,Compliance,p1,"Description: Desync mitigation protects against malformed packets.
Steps: 1. Configure the load balancer with the desired desync mitigation mode.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/classic-load-balancer-configuration.html#cross-zone-load-balancing",Cost: None/$0 ,
ELB,ELB classic load balancers should span multiple availability zones,Compliance,p1,"Description: Spanning multiple AZs increases availability.
Steps: 1. Ensure load balancers are deployed in multiple availability zones.
Link: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-regions-availability-zones.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have at least one registered instance,Compliance,p1,"Description: Registered instances are needed to route traffic.
Steps: 1. Register at least one instance with the load balancer.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/elb-getting-started.html",Cost: None/$0 ,
ELB,ELB classic load balancers should use SSL certificates,Compliance,p1,"Description: SSL certificates are necessary for secure connections.
Steps: 1. Obtain and configure SSL certificates on the load balancer.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/ssl-creating.html",Cost: None/$0 ,
ELB,ELB classic load balancers should only use SSL or HTTPS listeners,Compliance,p1,"Description: Ensures secure data transmission.
Steps: 1. Reconfigure to use SSL or HTTPS listeners only.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/classic/listeners-https.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have at least one inbound rule,Compliance,p1,"Description: Inbound rules control incoming traffic.
Steps: 1. Configure at least one inbound rule in the security group.
Link: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html",Cost: None/$0 ,
ELB,ELB classic load balancers should have at least one outbound rule,Compliance,p1,"Description: Outbound rules control outgoing traffic.
Steps: 1. Configure at least one outbound rule in the security group.
Link: https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/using-network-security.html",Cost: None/$0 ,
ELB,ELB listeners should use secure SSL cipher,Compliance,p1,"Description: Secure SSL ciphers prevent vulnerabilities.
Steps: 1. Configure the listener to use secure ciphers.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/application/listener-update.html",Cost: None/$0 ,
ELB,ELB network load balancers should have TLS listener security policy configured,Compliance,p1,"Description: Ensures TLS policies are applied for secure communication.
Steps: 1. Configure the appropriate TLS security policy for the listener.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/network/load-balancer-listeners.html",Cost: None/$0 ,
ELB,ELB listeners SSL/TLS protocol version should be checked,Compliance,p1,"Description: Ensures the latest and most secure protocol versions are used.
Steps: 1. Regularly check and update the SSL/TLS protocol version on listeners.
Link: https://docs.aws.amazon.com/elasticloadbalancing/latest/application/load-balancer-listeners.html",Cost: None/$0 ,
IAM,Ensure that IAM Access analyzer is enabled for all regions,Compliance,p1,"Regularly monitor and resolve findings from IAM Access Analyzer using aws accessanalyzer list-findings. Ensure that no unresolved findings exist. 1. Discription:IAM Access Analyzer helps identify resource permissions shared with external entities. 2.steps to fix: 1. Enable IAM Access Analyzer for each region.
2. Run aws accessanalyzer list-findings to identify issues.
3. Resolve any findings and recheck.  (IAM Access Analyzer is free)  URL:https://docs.aws.amazon.com/IAM/latest/UserGuide/what-is-access-analyzer.html ",Cost: None/$0 ,
IAM,IAM Access analyzer should be enabled without findings,Compliance,p1,Regularly monitor and resolve findings from IAM Access Analyzer using aws accessanalyzer list-findings. Steps: 1. Enable IAM Access Analyzer for each region. 2. Run aws accessanalyzer list-findings to identify issues. 3. Resolve any findings. Documentation.  (IAM Access Analyzer is free),Cost: None/$0 ,
IAM,Ensure IAM password policy requires a minimum length of 14 or greater,Compliance,p1,"Set IAM password policy to enforce a minimum length of 14 characters via AWS Console or CLI: aws iam update-account-password-policy --minimum-password-length 14.  Steps: 1. Navigate to IAM > Password Policy. 2. Set ""Minimum password length"" to 14. url: https://docs.aws.amazon.com/IAM/latest/UserGuide/what-is-access-analyzer.html  ",Cost: None/$0 ,
IAM,Ensure IAM password policy prevents password reuse,Compliance,p1,"Enable password reuse prevention in the IAM password policy by setting aws iam update-account-password-policy --password-reuse-prevention. Set IAM password policy to prevent password reuse by specifying the number of previous passwords to be remembered. Steps: 1. Navigate to IAM > Password Policy. 2. Enable ""Prevent password reuse"". Documentation: https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html. ",Cost: None/$0 ,
IAM,Ensure IAM policy should not grant full access to service,Compliance,p1,"Audit IAM policies to ensure they do not grant full access to any services by using aws iam list-policies --query 'Policies[?PolicyDocument.Statement.Action == ""*:*""]'. Review IAM policies and ensure they follow the principle of least privilege. Steps: 1. Audit existing policies. 2. Remove full access where not necessary. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html",Cost: None/$0 ,
IAM,IAM unattached custom policy should not have statements with admin access,Compliance,p1,Ensure unattached IAM custom policies do not contain admin privileges by reviewing them in the AWS Console or using aws iam list-policies. Review unattached IAM policies to ensure they do not contain any statements that grant admin access. Steps: 1. List unattached policies. 2. Audit for admin statements. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM inline policy should not have administrative privileges,Compliance,p1,Review inline policies and remove any that grant administrative privileges using aws iam delete-role-policy or through the AWS Console. Review inline policies to ensure they do not grant administrative privileges. Steps: 1. Audit inline policies. 2. Remove admin privileges if present. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,Ensure IAM password policy expires passwords within 90 days or less,Compliance,p1,"Ensure password policies expire passwords within 90 days or less via aws iam update-account-password-policy --max-password-age 90. Configure IAM password policy to expire passwords every 90 days. Steps: 1. Navigate to IAM > Password Policy. 2. Set ""Password expiration"" to 90 days. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html",Cost: None/$0 ,
IAM,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not attached",Compliance,p1,"Remove IAM policies that allow full *:* administrative privileges by auditing policies via AWS Console or CLI (aws iam list-policies). Audit IAM policies to ensure that no policies allow full "":"" administrative access. Steps: 1. List all IAM policies. 2. Remove or modify any that allow "":"". https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html",Cost: None/$0 ,
IAM,IAM policies should not allow full '*' administrative privileges,Compliance,p1,Review all IAM roles to ensure assume role policies do not have administrative access attached using aws iam get-role --role-name rolename. Review all IAM policies and ensure that none allow full access indicated by '*'. Steps: 1. Audit existing policies. 2. Revise policies to remove full access where found. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM roles should not have any assume role policies attached,Compliance,p1,Ensure IAM managed policies do not allow blocked actions on KMS keys by reviewing policy permissions via aws iam get-policy --policy-arn arn. Review IAM roles to ensure none have assume role policies attached. Steps: 1. List all IAM roles. 2. Audit assume role policies. 3. Remove any unnecessary policies. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_manage_modify.html,Cost: None/$0 ,
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,Compliance,p1,Avoid overly permissive STS role assumptions by reviewing and limiting role assumption policies in IAM through AWS Console or aws iam update-assume-role-policy.  Review managed IAM policies to ensure they do not allow blocked actions on KMS keys. Steps: 1. Audit policies. 2. Modify any that permit blocked actions. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM custom policy should not have overly permissive STS role assumption,Compliance,p1,Review IAM policies to ensure no full access to CloudTrail is granted: aws iam get-policy --policy-arn arn. Review custom IAM policies to ensure they do not allow overly permissive STS role assumptions. Steps: 1. Audit policies. 2. Adjust permissions as needed. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM policy should not grant full access to cloudtrail service,Compliance,p1,Avoid granting full access to KMS in IAM policies by auditing policy permissions in the AWS Console or CLI.  Review IAM policies to ensure they do not grant full access to CloudTrail. Steps: 1. List all policies. 2. Modify any that allow full access. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM policy should not grant full access to KMS service,Compliance,p1,Ensure IAM policies do not grant admin access by reviewing and updating policies via AWS Console. Review IAM policies to ensure they do not grant full access to KMS. Steps: 1. Audit policies. 2. Adjust permissions as necessary. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM roles should not have read only access for external AWS accounts,Compliance,p1,Remove AdministratorAccess policy from any IAM roles not requiring it using AWS Console or aws iam detach-role-policy. Review IAM roles to ensure they do not provide read-only access to external AWS accounts. Steps: 1. Audit roles. 2. Modify access as needed. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,IAM roles that have not been used in 60 days should be removed,Compliance,p1,Avoid using the root user for administrative tasks; create separate IAM users for these tasks. Enable MFA for the root user. Audit IAM roles to identify those unused for 60 days and remove them. Steps: 1. List all IAM roles. 2. Delete any inactive roles. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_manage_delete.html,Cost: None/$0 ,
IAM,Eliminate use of the 'root' user for administrative and daily tasks,Compliance,p1,Enable hardware MFA for the root user by setting up MFA in the IAM Console for additional security. Ensure the root user is not used for daily tasks. Steps: 1. Create individual IAM users for admin tasks. 2. Secure the root user. https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,Cost: None/$0 ,
IAM,IAM root user hardware MFA should be enabled,Compliance,p1,"Ensure that root user MFA is enabled through the IAM settings in the AWS Console. Enable hardware MFA for the IAM root user. Steps: 1. Navigate to IAM dashboard. 2. Select ""Activate MFA on your root account."" https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa.html",Cost: None/$0 ,
IAM,IAM root user MFA should be enabled,Compliance,p1,Remove access keys for the root user using aws iam delete-access-key. It is a best practice to avoid using root access keys. Enable MFA for the IAM root user. Steps: 1. Go to IAM dashboard. 2. Activate MFA for the root user account. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa.html,Cost: None/$0 ,
IAM,Ensure a support role has been created to manage incidents with AWS Support,Compliance,p1,Ensure that IAM user access keys are rotated every 90 days via AWS Config or IAM Access Advisor reports. Create a dedicated support role for managing incidents with AWS Support. Steps: 1. Define role permissions. 2. Create the role in IAM. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_roles_create.html,Cost: None/$0 ,
IAM,IAM user access keys should be rotated at least every 90 days,Compliance,p1,Disable IAM users with access keys unused for 45 days or more using aws iam update-access-key.  Implement a process to rotate IAM user access keys every 90 days. Steps: 1. Identify users with access keys. 2. Set reminders to rotate keys. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html,Cost: None/$0 ,
IAM,Ensure IAM users are assigned access keys and passwords at setup,Compliance,p1,Enable MFA for IAM users with console access by configuring it in the IAM settings. Ensure that all new IAM users are assigned access keys and passwords during setup. Steps: 1. Review IAM user creation process. 2. Update process as needed. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_users_create.html,Cost: None/$0 ,
IAM,Ensure IAM users with console access unused for 45 days or greater are disabled,Compliance,p1,Restrict access to AWSCloudShellFullAccess using IAM policies to limit access only to necessary users. Audit IAM users with console access and disable those unused for over 45 days. Steps: 1. List IAM users with console access. 2. Disable those unused for 45 days. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_users_view.html,Cost: None/$0 ,
IAM,Ensure access to AWSCloudShellFullAccess is restricted,Compliance,p1,"Enable hardware MFA for IAM users to improve security, especially for users with sensitive roles.  Review IAM policies to restrict access to AWSCloudShellFullAccess. Steps: 1. Identify users with this access. 2. Update policies as needed. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html",Cost: None/$0 ,
IAM,IAM users should be in at least one group,Compliance,p1,Enable MFA for all IAM users to improve security. Ensure that all IAM users are assigned to at least one group. Steps: 1. Review all IAM users. 2. Assign users to groups where necessary. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_groups.html,Cost: None/$0 ,
IAM,IAM user should not have any inline or attached policies,Compliance,p1,Attach IAM policies only to groups or roles through the AWS Console or aws iam attach-role-policy. Audit IAM users to ensure they do not have any inline or attached policies. Steps: 1. Review user policies. 2. Remove any inline or attached policies. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,Ensure IAM policies are attached only to groups or roles,Compliance,p1,Limit each IAM user to one active access key to minimize security risk by using aws iam list-access-keys.  Review IAM policies to ensure they are only attached to groups or roles. Steps: 1. Audit policies. 2. Reassign any policies attached to users. https://docs.aws.amazon.com/IAM/latest/UserGuide/access_policies.html,Cost: None/$0 ,
IAM,Ensure there is only one active access key available for any single IAM user,Compliance,p1,Disable credentials unused for 45 days or more using aws iam update-access-key or through AWS Console. Review IAM users to ensure each has only one active access key. Steps: 1. List users with access keys. 2. Disable any extra keys. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html,Cost: None/$0 ,
IAM,IAM user credentials that have not been used in 90 days should be disabled,Compliance,p1,Ensure that administrator-level users have MFA enabled using aws iam list-mfa-devices.  Audit IAM user credentials and disable those not used in the last 90 days. Steps: 1. List user credentials. 2. Disable those inactive for 90 days. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html,Cost: None/$0 ,
IAM,IAM administrator users should have MFA enabled,Compliance,p1,Ensure that all IAM users with administrator privileges have MFA enabled. Ensure all IAM administrator users have MFA enabled. Steps: 1. Review admin users. 2. Enable MFA for those without it. https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_mfa.html,Cost: None/$0 ,
Kinesis,Kinesis firehose delivery streams should have server side encryption enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
Kinesis,Kinesis streams should be encrypted with CMK,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
Kinesis,Kinesis streams should have server side encryption enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
KMS,KMS CMK policies should prohibit public access,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
KMS,KMS CMK rotation should be enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
KMS,KMS key decryption should be restricted in IAM customer managed policy,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
KMS,KMS key decryption should be restricted in IAM inline policy,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
KMS,KMS keys should not be pending deletion,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
Network Firewall,Network Firewall firewalls should have deletion protection enabled,Compliance,p1,"Description: Deletion protection prevents accidental deletion of firewall resources.
Steps: 1. Enable deletion protection for all network firewalls.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/deletion-protection.html",Cost: None/$0 ,
Network Firewall,Networkfirewall firewall should be in a VPC,Compliance,p1,"Description: Network firewalls must be deployed within a VPC to function correctly.
Steps: 1. Ensure the firewall is associated with a VPC.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/network-firewall-integration.html",Cost: None/$0 ,
Network Firewall,Network Firewall logging should be enabled,Compliance,p1,"Description: Logging is crucial for monitoring and security analysis.
Steps: 1. Enable logging for all network firewalls.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/logging.html",Cost: None/$0 ,
Network Firewall,The default stateless action for Network Firewall policies should be drop or forward for fragmented packets,Compliance,p1,"Description: Stateless actions help manage fragmented packets effectively.
Steps: 1. Set the default stateless action for policies to drop or forward fragmented packets.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/stateful-stateless.html",Cost: None/$0 ,
Network Firewall,The default stateless action for Network Firewall policies should be drop or forward for full packets,Compliance,p1,"Description: Proper handling of full packets is essential for firewall policies.
Steps: 1. Set the default stateless action for policies to drop or forward full packets.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/stateful-stateless.html",Cost: None/$0 ,
Network Firewall,Network Firewall policies should have at least one rule group associated,Compliance,p1,"Description: Firewall policies must have associated rule groups to function.
Steps: 1. Ensure at least one rule group is associated with each firewall policy.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/policies.html",Cost: None/$0 ,
Network Firewall,Stateless network firewall rule group should not be empty,Compliance,p1,"Description: An empty stateless rule group cannot enforce any rules.
Steps: 1. Ensure that stateless network firewall rule groups are not empty.
Link: https://docs.aws.amazon.com/network-firewall/latest/developerguide/rule-groups.html",Cost: None/$0 ,
OpenSearch,OpenSearch domains should have audit logging enabled.,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains cognito authentication should be enabled for kibana,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains should have encryption at rest enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains should have fine-grained access control enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains should use HTTPS,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains should be in a VPC,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains internal user database should be disabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains logs to AWS CloudWatch Logs,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
OpenSearch,OpenSearch domains node-to-node encryption should be enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
Organization,Ensure Tag Policies are enabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
Organization,Private Certificate Authority,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
Organization,AWS Private CA root certificate authority should be disabled,Compliance,p1,NOT YET ADDED,Cost: None/$0 ,
RDS,RDS Aurora clusters should be protected by backup plan,Compliance,p1," RDS Aurora clusters must be protected by a robust backup plan. Implement automated backups using Amazon RDS features to create daily snapshots of your database. Enable point-in-time recovery (PITR) to allow restoration to any specific time within the backup retention period, which is crucial for data recovery. Additionally, test your backup and restore processes regularly to ensure they function as expected. ",Cost: None/$0 ,
RDS,RDS clusters should have deletion protection enabled,Compliance,p1,"To enable this, go to the AWS Management Console, navigate to the RDS section, select the desired DB cluster, and modify it by enabling ""Deletion Protection"" in the settings
https://aws.amazon.com/about-aws/whats-new/2018/09/amazon-rds-now-provides-database-deletion-protection/",Cost: None/$0 ,
RDS,RDS DB clusters should be encrypted with CMK,Compliance,p1,"RDS DB clusters should be encrypted with Customer Master Keys (CMK) from AWS Key Management Service (KMS). Create a CMK in the AWS KMS Console, then enable encryption when creating a new DB cluster. For existing clusters, take a snapshot and restore it with encryption enabled
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html",Cost: None/$0 ,
RDS,RDS DB clusters should be encrypted at rest,Compliance,p1,"Amazon RDS DB clusters should be encrypted at rest. For new instances, enable encryption during creation by setting --storage-encrypted to true. For existing unencrypted instances, take a snapshot, copy it with encryption enabled, and restore it to create a new encrypted instance
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html",Cost: None/$0 ,
RDS,IAM authentication should be configured for RDS clusters,Compliance,p1,"Enable IAM DB authentication in the RDS console by modifying the instance settings. Next, create an IAM policy that grants access to the database and attach it to the required IAM roles or users. Update the database to allow connections via IAM, and use AWS authentication tokens instead of passwords for secure access to the RDS instance.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/UsingWithRDS.IAMDBAuth.html",Cost: None/$0 ,
RDS,RDS DB clusters should be configured for multiple Availability Zones,Compliance,p1,"RDS instance is set to use Multi-AZ deployment. This can be done when creating a new RDS instance by selecting the Multi-AZ option, or by modifying an existing instance through the RDS console. Multi-AZ deployment ensures that the primary database is replicated to a standby instance in a different Availability Zone, providing increased availability and fault tolerance in case of infrastructure failure.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Concepts.MultiAZ.html",Cost: None/$0 ,
RDS,RDS database clusters should use a custom administrator username,Compliance,p1,"it is recommended to configure your Amazon RDS database clusters with a custom administrator username instead of the default ""admin"" or ""root"". When creating a new RDS instance or modifying an existing one, specify a unique administrator username in the configuration settings. This reduces the risk of brute-force attacks or unauthorized access targeting common default usernames. Additionally, ensure that this custom username follows your organization's security policies and is used in conjunction with strong password policies.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_CreateDBInstance.html",Cost: None/$0 ,
RDS,RDS databases and clusters should not use a database engine default port,Compliance,p1,"RDS databases and clusters using default database engine ports, start by logging into the AWS Management Console to identify the current port in use. Then, select your RDS instance or cluster, click on Modify, and navigate to the Database options section to change the port to a custom value that avoids commonly used ports. After updating the port, choose to apply the changes either immediately or during the next maintenance window. Ensure that your application configuration reflects this new port and adjust any associated security group rules to allow traffic on it.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instance automatic minor version upgrade should be enabled,Compliance,p1,"enable automatic minor version upgrades for RDS DB instances, log into the AWS Management Console and select your RDS instance. Click on ""Modify,"" then check the ""Auto minor version upgrade"" option in the DB Engine Version section. Apply the changes immediately or during the next maintenance http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_UpgradeDBInstance.Maintenance.html#USER_UpgradeDBInstance.AutoMinorVersionUpgrade
",Cost: None/$0 ,
RDS,RDS DB instance backup should be enabled,Compliance,p1,"To enable backups for your RDS DB instance, log into the AWS Management Console and select the desired RDS instance. Click on ""Modify"" and navigate to the ""Backup"" section. Ensure that ""Enable Automated Backups"" is checked and configure the backup retention period according to your requirements. After making these changes, apply them immediately or during the next maintenance window
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html",Cost: None/$0 ,
RDS,RDS DB instances should be integrated with CloudWatch logs,Compliance,p1,"To integrate your RDS DB instances with Amazon CloudWatch Logs, start by logging into the AWS Management Console and navigating to the RDS dashboard. Select the RDS instance you want to configure, then click on ""Modify."" In the ""Log exports"" section, enable the desired logs you wish to export to CloudWatch Logs, such as error logs or slow query logs. After enabling the logs, choose to apply the changes immediately or during the next maintenance window. Ensure that the appropriate IAM role is assigned to allow RDS to send logs to CloudWatch
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_LogAccess.html",Cost: None/$0 ,
RDS,RDS DB instance encryption at rest should be enabled,Compliance,p1,"To enable encryption at rest for RDS DB instances, you need to create a new encrypted DB instance. Log into the AWS Management Console, navigate to RDS, and select Create database. When configuring the database, ensure that the Storage encryption option is enabled. For existing unencrypted instances, take a snapshot and create a new instance from that snapshot with encryption enabled.
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html",Cost: None/$0 ,
RDS,RDS instances should be deployed in a VPC,Compliance,p1,"To ensure that your RDS instances are deployed in a Virtual Private Cloud (VPC), verify the settings during instance creation. Log into the AWS Management Console, navigate to the RDS dashboard, and check the ""Network & Security"" settings of your DB instance. Ensure that it is launched within a VPC. If necessary, create a new instance within a VPC
https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_VPC.html",Cost: None/$0 ,
